id,Chistes
9073,"Un señor de cierta edad va al medico y le dice:
- Doctor vengo a que me recete algo para poder hacer todos los días el amor, pero que no sea el viagra porque tengo problemas cardiovasculares.
Le dice el doctor: 
- ¿Qué edad tiene?.
- 85 años.
- Pues entonces lo siento pero no hay nada.
- ¿Ah no?, pues yo tengo un amigo de mi misma edad y tampoco puede tomar el viagra y él dice que lo hace todos los días.
- Bueno, pues dígalo usted también."
9074,"- ¿Oiga tiene trajes de camuflaje?
- Tenerlos si los tengo ¿sabe?, pero llevo un mes buscándolos."
9075,"Una señora le dice a un solterón empedernido:
- Pero usted ¿no piensa casarse?.
- ¿Para que?, si tengo dos hermanas que me miman, me quieren y me dan todos los caprichos.
- Ya pero sus hermanas no pueden darle lo que puede darle una mujer.
- Y ¿quién le ha dicho que eran hermanas mías?."
9076,"Dos tíos en un ascensor.
En un momento dado uno empieza a oler a un lado y a otro y al final dirigiéndose al otro le dice:
- Se ha tirado usted un pedo ¿verdad?
- Naturalmente, señor, o es que se cree que yo huelo así."
9077,"Se encuentran dos y uno le dice al otro:
- Por fin ya he encontrado trabajo!
- ¿Dónde?
- En Santiago
- ¿De qué?
- De Compostela"
9078,"- Un cabo instructor al recluta.
- ¿Cuántas estrellas tiene un capitán?
- Cinco
- ¿De cuantas puntas?
- De siete
- ¿Dónde las lleva?
- En el pantalón
- ¡Muy bien hombre, muy bien!
- Pues lo he dicho al bulto."
9079,"Era un pescador que todos los sábados, a las 6 de la mañana, acudía a pescar a San Carlos de la Rapita. Prepara los aparejos y el anzuelo y los echa al agua.
Al rato un tío se le pone al lado.
Sábado, ocho de la mañana, el pescador con la caña y el tipo al lado.
Sábado , una de la tarde, el tío con la caña y el menda al lado.
Sábado, siete de la tarde, el tío con la caña y el nota al lado.
Domingo, seis de la mañana, el tío con la caña y el tipo al lado.
Domingo, una de la tarde, el tío con la caña no puede más y le dice:
- A usted también le gusta la pesca ¿no?.
- ¡A mí, que va, yo no tendría paciencia oiga!."
9080,"Esta una pareja de novios en la cama y él le dice:
-Amor mio, no desayuno pensando en ti, no como pensando en ti y no ceno pensando en ti. Y por la noche cuando me acuesto no puedo dormir.
- ¿Pensando en mí?
- No, nena, de hambre."
9081,"Está un vagabundo tumbado tocando la guitarra en la Gran Vía. Se le acerca un Poli y le dice:
- ¿Oiga haga el favor de acompañarme?
- ¿Qué canción desea cantar el señor?"
9082,"Un tío que va a buscar trabajo en una empresa y le dice el gerente:
- Ahora entrará ganando 700 euros y dentro de tres meses le subiremos a 2.000
- Bueno pues ya volveré dentro de tres meses."
9083,"Un helicóptero se ha estrellado en el cementerio de Lepe.
La policía local informa que se llevan recuperados mas de 4.000 cadáveres."
9084,"Uno que entra por primera vez a un bingo.
- ¿Cuantos cartones quiere?
- ¿A cómo son?
- A dos euros cada uno
- Pues deme uno de whiston y otro de malboro."
9085,"- ¿Por qué los adivinos no pueden tener hijos?
- Porque tienen las bolas de cristal."
9086,"Unos de Lepe van a comprarse unos zapatos a una tienda. Se interesan por el precio de unos que les gustan y cuando les contestan que cuestan 200 euros, comentan con el dependiente.
- ¿Pero qué tienen de especial?
- Señor es que estos zapatos son de cocodrilo.
Deciden ir al Nilo a cazarlos. Extenuados, cuando ya llevan cerca de dos mil cocodrilos cazados, comentan:
- Cazamos un par de ellos más y como no tengan tampoco zapatos, lo dejamos, ¿no?."
9087,"- ¿Qué hora tienes?
- ¡Las diez menos diez!
- Entonces no tienes nada."
9088,"Se inaugura un aeropuerto en Lepe.
Se congrega una gran multitud, el día de la inauguración.
De pronto por la megafonía se oye el siguiente anuncio:
- ¡Se ruega a los ciudadanos de Lepe que no echen mas migas de pan a la pista que los aviones bajan solos!."
9089,"En un restaurante uno de los comensales de una mesa, repara que el camarero, lleva una cucharilla de las de café en el bolsillo de la chaqueta.
Se fija un poco mas y comprueba que todos los camareros llevan cucharillas en los bolsillos de sus respectivas chaquetas.
Intrigado, le pregunta al camarero:
- Lo de la cucharilla en el bolsillo ¿es por algo?
- Si señor, es que ha habido una consultoría para ahorrar costes. En ella se ha comprobado que la cucharilla de café es la pieza que más veces se suele caer al suelo, nosotros la reponemos inmediatamente y en el siguiente viaje a la cocina volvemos a colocarnos otra. De esta forma ahorramos un 3 por ciento de nuestro tiempo.
- Muy inteligente, sí señor.
Al rato, el mismo comensal, observa que le cuelga un hilito hábilmente disimulado de la bragueta. Igualmente comprueba que todos los camareros están en la misma situación.
Vuelve a preguntar al camarero:
- Lo del hilito en la bragueta ¿seguro que también tiene una explicación?
- Efectivamente. En la misma auditoría se ha comprobado que por la cantidad de horas que nos pasamos en el restaurante, tenemos necesidad de ir varias veces al servicio. Con la cuerdecita nos la
sacamos sin tocarla, con lo cual evitamos perder tiempo
lavándonos las manos lo que produce un ahorro del 4 por ciento en el total de la jornada.
Se queda el comensal pensando y dice:
- Bueno para sacarla, muy bien, pero ¿cómo se la guardan?
- Los demás no lo sé, yo uso la cucharilla."
9090,"Una pareja de la Guardia Civil de tráfico detiene a un individuo detectado por un radar que se ha pasado tres pueblos con la velocidad.
No sin ironía se dirige el cabo al conductor y le dice: 
- Tiene usted mucha prisa, ¿no? Hágame el favor de dejarme la documentación del coche y su
carnet.
Empieza a leer la documentación del coche y en un momento dado, se pone serio, se cuadra ante él enposición de saludo y le dice:
- ¡Puede irse señor!
Su compañero no sale de su asombro: 
- ¿Tenía que ser un pez gordo para que le dejes marchar, con lo duro que eres?
- ¡Y tanto, nada menos que el General Motors!"
9091,"En un barco que sufre un naufragio
- ¡Capitán, capitán, no se vaya que aún quedan mujeres en el barco!
- Si hombre, para mujeres estoy yo ahora."
9092,"Va uno al oculista y le dice:
- Doctor, se me juntan las letras.
- Pues páguelas, hombre, páguelas."
9093,"Esta una pareja de la Guardia Civil de tráfico en el arcén de una carretera cuando ven pasar a un coche a toda velocidad.
Le identifican y dice uno al otro: pero ¿no es al que le quitamos ayer el carnet?
Le siguen y cuando le alcanzan le dicen por la ventanilla con mucha ironía:
- ¿Y el carnet?
- Pero si se lo di ayer, no me fastidien que me lo han perdido."
9094,"Un individuo va a cobrar una factura a una casa. Llama a la puerta y le recibe una señora estupenda en picardías.
- Ejem... Buenas, venía a cobrar esta factura.
La mujer la analiza y le contesta: 
- Mire es preferible que venga mañana porque es de mi marido y ahora está de viaje.
Vuelve al día siguiente, llama y le recibe la misma mujer, esta vez sin picardías. 
- Lo siento pero mi marido ha retrasado el viaje, le
importaría volver mañana.
Por tercera vez se dirige el señor a la casa. Cuando esta llegando piensa que la mujer se le esta insinuando y antes de llamar al timbre se baja los pantalones. Se abre la puerta y aparece el marido de la señora.
El cobrador analiza rápidamente la situación y le dice:
- Vengo a cobrar esta factura y,... o me la paga o le meo."
9095,¡Que fiesta mas aburrida en cuanto encuentre mis calzoncillos me marcho!
9096,"Dos solteronas en la visita de un museo:
- ¿No te parece que para ser tan grande el David de Miguel Ángel tenía unos órganos sexuales muy pequeños?
La contesta la otra:
-¡Sí y también muy fríos!."
9097,"Estaban dos hermanas sentadas en el baile de fin de curso. Una era fea, pero fea fea.
Se acerca un chico a pedirles un baile y dice a la menos fea:
- ¿Bailas?
- ¡No!
- ¿Y eso?
- Eso es mi hermana y tampoco baila."
9098,"- Papá, papá en el colegio me llaman el despistado.
- Anda chaval, vete a tu casa."
9099,"Un individuo se acerca a la ventanilla de telégrafos a poner un telegrama:
El de la ventanilla le dice: ¿que texto desea enviar?
Ponga: Vadum,... Vadum, Vadum,... Vadum.
El funcionario cuenta los caracteres y le dice:
- Por el mismo precio puede poner algo mas de texto.
Después de quedarse un rato pensando le contesta:
- ¡Es que no se me ocurre nada!
El funcionario con cierta ironía le dice:
- Pues ponga otro Vadum.
- Ya pero es que perdería el sentido, ¿sabe?"
9100,"Es preciso cubrir una plaza de conserje en una institución. Al encargado de seleccionar al candidato, le sugieren que haga un examen fácil de acuerdo con el perfil del puesto. Se le ocurre como primera pregunta que le cuenten del 1 al 10.
Llega el primer candidato y le recita:
- Uno, tres, cinco, siete, nueve, ...
- Un momento, ¿cómo me dice los impares?.
- Bueno es que yo antes fui cartero comercial y ya sabe como las casas van de pares e impares pues...
- Nada, nada que entre en siguiente.
El siguiente empieza su retahíla: 
- Diez, nueve, ocho, siete, seis, cinco, ...
- Pare, pare, ¿usted cuenta siempre así?.
- Es que verá yo he sido durante mucho tiempo, quien daba la salida en carreras contrarreloj y se me ha quedado este defecto.
- El siguiente, por favor.
- Un momento, antes de empezar, ¿podría decirme que trabajo tenía usted antes?.
- Yo era funcionario, le contesta el candidato.
- Bien, empiece.
- Uno, dos, tres, cuatro, cinco, seis, siete, sota caballo y rey."
9101,"Un señor entra en una librería y le dice al dependiente:
- ¿Por favor, podría darme un manual de buenos modales? ¡Calvo de mierda!"
9102,"Un veterinario va a un medico amigo suyo porque se encuentra mal.
El médico le dice: 
- Vamos a realizarte una analítica, unas pruebas de estómago, unas placas de tórax y luego te haré un diagnóstico y te recetaré el remedio.
El veterinario le contesta, 
- Pues vaya, yo cuando veo los síntomas de una vaca enferma no necesito más, le receto inmediatamente.
A lo que el médico le contesta:
- Bueno pues mira tomate estas pastillas y si te van bien pues nada y si no, te sacrificamos."
9103,"Un veterinario va a un medico amigo suyo porque se encuentra mal.
El médico le dice: 
- Vamos a realizarte una analítica, unas pruebas de estómago, unas placas de tórax y luego te haré un diagnóstico y te recetaré el remedio.
El veterinario le contesta, 
- Pues vaya, yo cuando veo los síntomas de una vaca enferma no necesito más, le receto inmediatamente.
A lo que el médico le contesta:
- Bueno pues mira tomate estas pastillas y si te van bien pues nada y si no, te sacrificamos."
9104,"Un señor anda tranquilamente de paseo por la Gran Vía, cuando se le acerca un hombre que le suelta a quemarropa:
- ¿A que no sabe cuántos años tengo?
El primero se queda pensativo y al cabo de un momento:
- Sesenta.
- Impresionante. ¿Cómo lo ha acertado?
- Muy sencillo: en mi casa hay un señor que esta medio gilipollas y tiene treinta."
9105,"Cuando era joven, me decían: ”Ya verás cuando tengas cincuenta años”. Tengo cincuenta años y no he visto nada. Erik Satie."
9106,"Durante un viaje en tren, el revisor va a uno de los
compartimentos a solicitar educadamente los correspondientes billetes:
- El billete, por favor.
- Soy jubilado - contesta uno,
- Yo trabajador de RENFE - contesta el otro.
- Diputado-dice el tercero.
- ¿Y usted?
- Yo... yo soy idiota tenga mi billete."
9107,"Después de una noche movida, dos borrachos regresan a casa a primera hora de la mañana. En el portal de uno de ellos se despiden.
- Oye, sobre todo, de ninguna manera le digas a tu familia donde hemos estado esta noche, ¿de acuerdo?.
- De acuerdo, pero al menos podrías decírmelo a mí que soy tu amigo, ¿dónde hemos estado?."
9108,"- Mamá, mamá en el colegio me llaman culona.
- ¡Bah no hagas caso!. Anda, ayúdame a doblar tus bragas."
9109,"- Perdone, ¿pasará por aquí el 25? - pregunta un señor a otro en la parada del autobús.
El otro se queda pensando y al poco le responde:
- No, lo siento. El 25 estaré en Bilbao."
9110,"Dos amigos, uno saca la cartera con una foto de su nueva novia:
- Mira, esta es mi novia. ¿Qué te parece?.
- ¡Impresionante!
- ¡Hombre, tampoco exageres!
- No, no, si es impresionante de verdad. Si tuviera bigote, sería clavadita a Hitler."
9111,"Un catalán está buscando dentro de un charco removiendo toda la suciedad. Un amigo que le ve le pregunta:
- ¿Qué estás buscando?
- Nada una moneda de 5 céntimos que se me ha caído aquí.
- Pero hombre, le contesta el otro, una moneda de 5 no va a ninguna parte.
- Pues por eso mismo tiene que estar aquí."
9112,"Un borracho saca las cerillas para encender un cigarrillo, pero no enciende. Saca una tras otra y las tira. Finalmente, una de ellas enciende, la apaga y dice:
- ¡Hip... hip... esta me la guardo... hip... esta... hip... es de las buenas...!"
9113,"Un joven de un pueblo muestra especiales dotes para la música. Reunido el Consistorio y no sin influencias de la madre del muchacho, deciden pagarle una costosísima beca para que amplíe estudios en Austria.
A la vuelta de tres años, regresa al pueblo con los estudios terminados. Se organiza un concierto en el teatro del Ayuntamiento que congrega a todo el pueblo orgulloso de su chavalote.
Comienza el concierto, el muchacho que se había especializado en música vanguardista, sometió a la audiencia a una interminable serie de sonidos casi insoportables, excepto claro está, para su madre.
En el descanso se acerca la madre al Alcalde y le dice:
- ¿Qué le parece la ejecución de mi hijo?
Y el Alcalde:
- Tanto como una ejecución, me parece excesivo, pero unas cuantas ostias no se las quita nadie cuando acabe el concierto."
9114,"Ángel habla con su novia:
- ¡Oye tu padre es que me tiene por medio tonto!
- No te preocupes, hombre, es que solo te conoce a medias."
9115,"Era un niño pecoso, muy pecoso.
Un día al confesarse le pregunta el cura:
- ¿Pecas, hijo?
- Sí padre... Hasta en la planta de los pies."
9116,"- Un borracho está en una jaula del zoo cantándole una nana a la gorila.
- ¿Qué demonios hace usted ahí?- Le pregunta el guarda.
- Pues ya lo ve, durmiendo la mona."
9117,"Un hombre baja del tren con el rostro verde. Un amigo le pregunta qué le ha pasado.
- Me he mareado, responde el viajero. Me pongo malísimo cuando viajo de espaldas a la locomotora.
- Pero ¿por qué no le has pedido al viajero sentado enfrente que te cambiase el sitio?. La gente siempre se muestra muy amable en estos casos.
- Ya lo he pensado, reconoce el viajero, pero es que no había nadie sentado delante."
